Day,avgPrecipIn,avgTempMax,avgTempMean,avgTempMin
1,0.251463415,27.73414634,22.63170732,17.54634146
2,0.272926829,28.15121951,23.0902439,18.02439024
3,0.287804878,28.05853659,22.61463415,17.17804878
4,0.241463415,27.26585366,22.31463415,17.34146342
5,0.368292683,27.77073171,22.49756098,17.2195122
6,0.283414634,27.8902439,22.66341463,17.43170732
7,0.392439024,29.07317073,23.66097561,18.25609756
8,0.403414634,29.52682927,24.38780488,19.23658537
9,0.315121951,28.90243902,23.90731707,18.9
10,0.306341463,29.12195122,24.15609756,19.19756098
11,0.26902439,28.34878049,23.47560976,18.59756098
12,0.242682927,28.51219512,23.64634146,18.75609756
13,0.323170732,30.08292683,24.68536585,19.28292683
14,0.211463415,30.54390244,25.27317073,20.01463415
15,0.250243902,30.6,25.19268293,19.76097561
16,0.212439024,30.0097561,24.32439024,18.63170732
17,0.299512195,30.68292683,25.02926829,19.37317073
18,0.317317073,31.28780488,25.68536585,20.1
19,0.285121951,31.76585366,26.3902439,21.02682927
20,0.144146341,31.23902439,25.75121951,20.25365854
21,0.17,30.59268293,25.28536585,19.98536585
22,0.165365854,30.25365854,24.84878049,19.43658537
23,0.352682927,30.42439024,24.99512195,19.57073171
24,0.289756098,30.8,25.61707317,20.42439024
25,0.269512195,30.75853659,25.41219512,20.05365854
26,0.218292683,30.84390244,25.33170732,19.82439024
27,0.174390244,30.79268293,25.18780488,19.55853659
28,0.217073171,30.4902439,24.88536585,19.28292683
29,0.28195122,30.37317073,25.19268293,20
30,0.316585366,31.07317073,25.68048781,20.28048781
31,0.278780488,30.98536585,25.38536585,19.77073171
32,0.330731707,30.21707317,24.66097561,19.11219512
33,0.222926829,29.4097561,23.54146342,17.67073171
34,0.167073171,29.96341463,24.12682927,18.30487805
35,0.121219512,30.41463415,24.49756098,18.5902439
36,0.212926829,31.45121951,25.48048781,19.51463415
37,0.211707317,31.58292683,25.55365854,19.51463415
38,0.285853659,30.79268293,25.02439024,19.23902439
39,0.252682927,30.37804878,24.50243902,18.61707317
40,0.244390244,30.54146342,24.31463415,18.08780488
41,0.16097561,31.15365854,24.69512195,18.23170732
42,0.223170732,31.48780488,25.24634146,19.0097561
43,0.233658537,31.79756098,25.48292683,19.16585366
44,0.239756098,31.7195122,25.55365854,19.40243902
45,0.224390244,31.38780488,25.14634146,18.89756098
46,0.245853659,31.49756098,25.33658537,19.18048781
47,0.401219512,31.43902439,25.35365854,19.27073171
48,0.253902439,30.72195122,24.8195122,18.89756098
49,0.256097561,30.26585366,24.26829268,18.28536585
50,0.31804878,30.5097561,24.36585366,18.22682927
51,0.295609756,30.76585366,24.56585366,18.35853659
52,0.187560976,31.63902439,25.19268293,18.73658537
53,0.266585366,31.95609756,25.50243902,19.05365854
54,0.311707317,31.61219512,25.21463415,18.79756098
55,0.316829268,31.44146342,24.76585366,18.1
56,0.186341463,31.27317073,24.54146342,17.81219512
57,0.172926829,31.31219512,24.50487805,17.69756098
58,0.117560976,32.18536585,25.02926829,17.88048781
59,0.133170732,33.42195122,26.5097561,19.56829268
60,0.192926829,34.28780488,27.11707317,19.94878049
61,0.203170732,33.55853659,26.63414634,19.6902439
62,0.185121951,33.78048781,26.56097561,19.34878049
63,0.20097561,34.60243902,27.2097561,19.84146342
64,0.146585366,33.59756098,26.87560976,20.15365854
65,0.194878049,34.16341463,27.31463415,20.46585366
66,0.152926829,35.55121951,28.28780488,21.02195122
67,0.132926829,34.93414634,27.46585366,19.99756098
68,0.21195122,35.12195122,27.85853659,20.60243902
69,0.24902439,36.71463415,29.78048781,22.84146342
70,0.148536585,36.86829268,29.63170732,22.3902439
71,0.177317073,37.58292683,30.23170732,22.86829268
72,0.133170732,37.62682927,30.28048781,22.93414634
73,0.150243902,38.02195122,30.48048781,22.94878049
74,0.187560976,36.58536585,29.49756098,22.40731707
75,0.192682927,35.85365854,28.70731707,21.56585366
76,0.165121951,35.86829268,28.42195122,20.97317073
77,0.128292683,36.63658537,29.26341463,21.90731707
78,0.166097561,37.31707317,29.81707317,22.31463415
79,0.15097561,38.37804878,30.64634146,22.91707317
80,0.127073171,37.93658537,30.22439024,22.50731707
81,0.148780488,37.21707317,29.64390244,22.04390244
82,0.132682927,37.23658537,29.52439024,21.80487805
83,0.132195122,37.01219512,29.54146342,22.09268293
84,0.166585366,36.41219512,29.21219512,22.0097561
85,0.126341463,36.52682927,28.83658537,21.14634146
86,0.184146341,37,29.28536585,21.57317073
87,0.109756098,38.2195122,30.38536585,22.55609756
88,0.148536585,36.55853659,29.23902439,21.92439024
89,0.191219512,38.15121951,30.28048781,22.43658537
90,0.169512195,40.31219512,32.13658537,23.96097561
91,0.147073171,41.22682927,32.78048781,24.33658537
92,0.139512195,41.15121951,32.59512195,24.03414634
93,0.110731707,40.96585366,32.23658537,23.49756098
94,0.100487805,41.02195122,32.30731707,23.5902439
95,0.132195122,41.44390244,32.60731707,23.74390244
96,0.167560976,40.57317073,32.18536585,23.78292683
97,0.112439024,42.32926829,33.67804878,25
98,0.16804878,42.86585366,33.94634146,25.04146342
99,0.144390244,42.25121951,33.38292683,24.52926829
100,0.074634146,42.91219512,33.94146342,24.97804878
101,0.147073171,42.5902439,33.74634146,24.90243902
102,0.10902439,42.68536585,33.72926829,24.78780488
103,0.107804878,42.66341463,33.97804878,25.29268293
104,0.162195122,42.63170732,34.0902439,25.56829268
105,0.102682927,43.44878049,34.3902439,25.32439024
106,0.093414634,44.23902439,35.47317073,26.70243902
107,0.064146341,45.51707317,36.42439024,27.34634146
108,0.097560976,45.22195122,36.1,26.98292683
109,0.068292683,45.95121951,36.33902439,26.73414634
110,0.103658537,46.71463415,37.11219512,27.51707317
111,0.071707317,47.89756098,38.23658537,28.58536585
112,0.037804878,48.13658537,38.43170732,28.73170732
113,0.064390244,47.0902439,37.46829268,27.84146342
114,0.128536585,46.15121951,36.95365854,27.75365854
115,0.11097561,44.69268293,35.56829268,26.45365854
116,0.103170732,44.57317073,35.63414634,26.68780488
117,0.113414634,46.27804878,37.23170732,28.1902439
118,0.149268293,47.61707317,38.08536585,28.57560976
119,0.081219512,46.51707317,37.22195122,27.91707317
120,0.073902439,47.53658537,37.95609756,28.38048781
121,0.056829268,49.00243902,39.12439024,29.25609756
122,0.059268293,47.43902439,38.22682927,29.00487805
123,0.064634146,48.34634146,38.5,28.66341463
124,0.07804878,48.39268293,38.66829268,28.94634146
125,0.084390244,49.55365854,39.81219512,30.07317073
126,0.057804878,49.97073171,40.12195122,30.26341463
127,0.057804878,50.10487805,40.34634146,30.5902439
128,0.029268293,50.30731707,40.45609756,30.60487805
129,0.053170732,51.78292683,41.74146342,31.69268293
130,0.066829268,50.99268293,41.05609756,31.1195122
131,0.043170732,51.80731707,41.79756098,31.79756098
132,0.042682927,52.75853659,42.50487805,32.24878049
133,0.073414634,52.15365854,42.28780488,32.44146342
134,0.107073171,52.82195122,42.68536585,32.52926829
135,0.074146341,52.14390244,42.62439024,33.14390244
136,0.078292683,53.97073171,43.95853659,33.94878049
137,0.058292683,54.29756098,44.40243902,34.5195122
138,0.072682927,53.03902439,43.43902439,33.83414634
139,0.093658537,52.34878049,42.91707317,33.49756098
140,0.073170732,53.23658537,43.23414634,33.22926829
141,0.062682927,52.60243902,42.8902439,33.17317073
142,0.07,52.7902439,42.81219512,32.85121951
143,0.075609756,54.07317073,44.24390244,34.42195122
144,0.061219512,54.84146342,44.86097561,34.87073171
145,0.072682927,55.58048781,45.47560976,35.38780488
146,0.06804878,54.91463415,45.02195122,35.13170732
147,0.093658537,55.18780488,45.57804878,35.95365854
148,0.076829268,55.6097561,45.90487805,36.19512195
149,0.05195122,56.07317073,46.37804878,36.67073171
150,0.044634146,57.33902439,47.2097561,37.08292683
151,0.069756098,58.06097561,47.72195122,37.39756098
152,0.073170732,58.3902439,47.88780488,37.38780488
153,0.042195122,58.06341463,47.80731707,37.57073171
154,0.04195122,57.95853659,47.64878049,37.34878049
155,0.067073171,58.45365854,47.96097561,37.47317073
156,0.093170732,57.95365854,47.6902439,37.42682927
157,0.076585366,56.55365854,46.60243902,36.64634146
158,0.095365854,55.76585366,46.06341463,36.36341463
159,0.059512195,56.07317073,46.41219512,36.75365854
160,0.095121951,56.38780488,46.48292683,36.57073171
161,0.06804878,57.09512195,46.58292683,36.06829268
162,0.056829268,56.27560976,46.08780488,35.89268293
163,0.039512195,56.83902439,46.43170732,36.05609756
164,0.05,58.44146342,47.87560976,37.3195122
165,0.094390244,57.54634146,47.78780488,38.03414634
166,0.032926829,57.7097561,47.60243902,37.48292683
167,0.031707317,57.70487805,47.20487805,36.71219512
168,0.041707317,58.5097561,47.97317073,37.44390244
169,0.026585366,60.35853659,49.48780488,38.60487805
170,0.035365854,59.15365854,48.80243902,38.44390244
171,0.031219512,59.42439024,48.8902439,38.35853659
172,0.043414634,60.61219512,49.66829268,38.72682927
173,0.052926829,61.83902439,50.96097561,40.09756098
174,0.040731707,62.53170732,51.6,40.67804878
175,0.023170732,62.26829268,51.35853659,40.43658537
176,0.037317073,63.73170732,52.68048781,41.63414634
177,0.026341463,64.84878049,53.50487805,42.18048781
178,0.034146341,65.49268293,54.26829268,43.04634146
179,0.038780488,64.48292683,53.66585366,42.84634146
180,0.035853659,65.40731707,54.44634146,43.48536585
181,0.040731707,64.71707317,53.94634146,43.19268293
182,0.025365854,65.26341463,53.80243902,42.37317073
183,0.012926829,65.6195122,54.32682927,43.01707317
184,0.030487805,64.93902439,53.81219512,42.68048781
185,0.022926829,66.04146342,54.37804878,42.72682927
186,0.014878049,65.40487805,53.98780488,42.58292683
187,0.043658537,65.85121951,54.0097561,42.18292683
188,0.013414634,65.88048781,54.02439024,42.15365854
189,0.02,66.10731707,54.20487805,42.32439024
190,0.025609756,66.67073171,55.13414634,43.5902439
191,0.025609756,69.33170732,57.19268293,45.05853659
192,0.008292683,68.17804878,56.62926829,45.06585366
193,0.006829268,69.16829268,57.26341463,45.35609756
194,0.026097561,69.17560976,57.31463415,45.45609756
195,0.032926829,67.94634146,56.33414634,44.7195122
196,0.014634146,68.63414634,56.69756098,44.76829268
197,0.018292683,68.4097561,56.6,44.78536585
198,0.026829268,67.76829268,56.42682927,45.06829268
199,0.034390244,69.0902439,57.46829268,45.85121951
200,0.032682927,70.46829268,58.46341463,46.47073171
201,0.02902439,70.35365854,58.50243902,46.66341463
202,0.00804878,70.2,58.35853659,46.51219512
203,0.018292683,70.86097561,58.71707317,46.56341463
204,0.026585366,71.86829268,59.81219512,47.75609756
205,0.018536585,71.46341463,59.40487805,47.35121951
206,0.023414634,70.40487805,58.66097561,46.91219512
207,0.019756098,71.74390244,59.68292683,47.62195122
208,0.003902439,73.77560976,61.39512195,49.00487805
209,0.003658537,73.90731707,61.7195122,49.53170732
210,0.005853659,74.11463415,61.72439024,49.32682927
211,0.004390244,72.73902439,60.83658537,48.94634146
212,0.013658537,72.92682927,60.95121951,48.98536585
213,0.015853659,73.11219512,60.95121951,48.80243902
214,0.011707317,72.56097561,60.35853659,48.19512195
215,0.004390244,71.73414634,59.88536585,48.05609756
216,0.006341463,71.17073171,59.46585366,47.76097561
217,0.005365854,72.89756098,60.52682927,48.15365854
218,0.007317073,73.10487805,60.86341463,48.61219512
219,0.025121951,72.24634146,60.32195122,48.41463415
220,0.020487805,70.38048781,59.06585366,47.75609756
221,0.006097561,71.51219512,59.7902439,48.0902439
222,0.027073171,71.73170732,59.78780488,47.82195122
223,0.019756098,71.11219512,59.23902439,47.36097561
224,0.004634146,70.91463415,59.05365854,47.20243902
225,0.03,71.74878049,59.63902439,47.53170732
226,0.01804878,71.90487805,59.89512195,47.89756098
227,0.013170732,71.3097561,59.62439024,47.91707317
228,0.004878049,70.22682927,58.63902439,47.04878049
229,0.005365854,69.95121951,58.22682927,46.51463415
230,0.021219512,70.56341463,58.77073171,46.99512195
231,0.004146341,71.72682927,59.88536585,48.04634146
232,0.01804878,70.15853659,58.68048781,47.20243902
233,0.024390244,69.11707317,57.77560976,46.44878049
234,0.036341463,67.49512195,56.60243902,45.71219512
235,0.031463415,67.6097561,56.01219512,44.40731707
236,0.007317073,66.06341463,54.7,43.34390244
237,0.012439024,66.60487805,55.03658537,43.44634146
238,0.043658537,67.06097561,55.49512195,43.92682927
239,0.030243902,67.45609756,55.76097561,44.05853659
240,0.014146341,68.58536585,57.07560976,45.59268293
241,0.022682927,68.25609756,57.04634146,45.83902439
242,0.026097561,66.09512195,55.12926829,44.16097561
243,0.019512195,64.97073171,53.96341463,42.96341463
244,0.042439024,64.7,53.59512195,42.49512195
245,0.012195122,64.72439024,53.54634146,42.36829268
246,0.017073171,65.71707317,54.13658537,42.54878049
247,0.034634146,65.20731707,54.27560976,43.35121951
248,0.002682927,65.7902439,54.50487805,43.21219512
249,0.056829268,64.97317073,53.96341463,42.93170732
250,0.06,64.36097561,53.47073171,42.57804878
251,0.051463415,63.63414634,52.99756098,42.35365854
252,0.04195122,63.14390244,52.42439024,41.7195122
253,0.056341463,62.39268293,51.8097561,41.23902439
254,0.032926829,62.6195122,51.93658537,41.25121951
255,0.037073171,63.60243902,52.72926829,41.85853659
256,0.012195122,64.5,53.44390244,42.37804878
257,0.01195122,63.02682927,52.25365854,41.48292683
258,0.034878049,62.55365854,52.15121951,41.73902439
259,0.038292683,61.23658537,51.07804878,40.94634146
260,0.077073171,58.69756098,48.97560976,39.26829268
261,0.092926829,58.66341463,48.76829268,38.89268293
262,0.069268293,58.1097561,48.47317073,38.82926829
263,0.046097561,57.53658537,47.89756098,38.24634146
264,0.034146341,57.88048781,48.0097561,38.15121951
265,0.015365854,58.99512195,48.84390244,38.70243902
266,0.041463415,59.65609756,49.45853659,39.26585366
267,0.067073171,59.78780488,49.68780488,39.58536585
268,0.064390244,59.45853659,49.43658537,39.42682927
269,0.076341463,58.49756098,48.82195122,39.15365854
270,0.07804878,57.35365854,47.61463415,37.86585366
271,0.047073171,57.13902439,47.47804878,37.8
272,0.064634146,58.18292683,48.31707317,38.46341463
273,0.078536585,58.53658537,48.57560976,38.60243902
274,0.093414634,56.9902439,47.75609756,38.53170732
275,0.083414634,55.77317073,46.36097561,36.95365854
276,0.105121951,53.6,44.42439024,35.25121951
277,0.091463415,52.3097561,43.57317073,34.84390244
278,0.067560976,52.73658537,43.92926829,35.10731707
279,0.065853659,53.13902439,44.05121951,34.97560976
280,0.057073171,52.5,43.45121951,34.40487805
281,0.083902439,50.8,42.30731707,33.7902439
282,0.113170732,50.14878049,41.67317073,33.18292683
283,0.08195122,50.87560976,42.35853659,33.83414634
284,0.132682927,48.39512195,40.16097561,31.92926829
285,0.136829268,47.19512195,39.22439024,31.24390244
286,0.12097561,47.57804878,39.78536585,31.97317073
287,0.105609756,49.0097561,40.75853659,32.51219512
288,0.206341463,48.13658537,40.29268293,32.47073171
289,0.157804878,47.50243902,39.85365854,32.21707317
290,0.20195122,47.43902439,39.46829268,31.49268293
291,0.163658537,46.4097561,38.67317073,30.92439024
292,0.128292683,46.83170732,39.31219512,31.79512195
293,0.140487805,47.30243902,39.80243902,32.30487805
294,0.186585366,46.71463415,39.51219512,32.28048781
295,0.281463415,46.3097561,39.12195122,31.94146342
296,0.212926829,45.42682927,37.93658537,30.43902439
297,0.157073171,44.39268293,37.20731707,30.02439024
298,0.182195122,43.92195122,36.89512195,29.86829268
299,0.197317073,43.70243902,36.73414634,29.77560976
300,0.226097561,42.66829268,35.84634146,29.02682927
301,0.179512195,41.69756098,34.74390244,27.8
302,0.215609756,41.35609756,34.42195122,27.48780488
303,0.162195122,40.28536585,33.40487805,26.53414634
304,0.307317073,39.37804878,33.09512195,26.83658537
305,0.361463415,37.48048781,31.71707317,25.94634146
306,0.20097561,37.47560976,31.71707317,25.93658537
307,0.244878049,39.10731707,32.93658537,26.78292683
308,0.261219512,38.49512195,32.87560976,27.25609756
309,0.252926829,37.59268293,31.83170732,26.05365854
310,0.290243902,36.76097561,31.28292683,25.81707317
311,0.33902439,36.42439024,30.92926829,25.43170732
312,0.284634146,35.55609756,30.2902439,25.02439024
313,0.199512195,35.89268293,30.56585366,25.23170732
314,0.222682927,34.8,30.05609756,25.32682927
315,0.20097561,35.52926829,30.24878049,24.96585366
316,0.278292683,34.75365854,29.55121951,24.34878049
317,0.363902439,34.74878049,29.63658537,24.53414634
318,0.476341463,34.57317073,29.5,24.4195122
319,0.196829268,34.50243902,29.41463415,24.32926829
320,0.276585366,34.25609756,28.94390244,23.63170732
321,0.309512195,32.83658537,28.03414634,23.21219512
322,0.315121951,32.55365854,27.74634146,22.92439024
323,0.237073171,32.96585366,27.89512195,22.81219512
324,0.326097561,31.83658537,27.15121951,22.46097561
325,0.326829268,30.74146342,26.10243902,21.45853659
326,0.262682927,30.37317073,25.25365854,20.14146342
327,0.311219512,30.86341463,25.79512195,20.72439024
328,0.42,31.04146342,25.89268293,20.74634146
329,0.375365854,30.02195122,24.88048781,19.72195122
330,0.33195122,30.14634146,25.05853659,19.97560976
331,0.276341463,29.41707317,24.48536585,19.55609756
332,0.226341463,29.53414634,24.61707317,19.69268293
333,0.34097561,30.36341463,25.17317073,19.98536585
334,0.238780488,29.32195122,24.38536585,19.46097561
335,0.311219512,28.47560976,23.54634146,18.61707317
336,0.448292683,28.53902439,23.59756098,18.64634146
337,0.354390244,28.00487805,22.86829268,17.72926829
338,0.315121951,28.60243902,23.5,18.39756098
339,0.218780488,28.39268293,23.19268293,17.99268293
340,0.270731707,28.08048781,23.23414634,18.38292683
341,0.187073171,28.10243902,23.02682927,17.94146342
342,0.214878049,27.76097561,22.68292683,17.60243902
343,0.338780488,28.02926829,22.97317073,17.9097561
344,0.377073171,28.76097561,23.73170732,18.70731707
345,0.242439024,28.43170732,23.30487805,18.16585366
346,0.389756098,28.62439024,23.5097561,18.38292683
347,0.346341463,27.73170732,22.85121951,17.94390244
348,0.319268293,27.60487805,22.68536585,17.76585366
349,0.274390244,26.47560976,21.65609756,16.83414634
350,0.329756098,26.91707317,21.6902439,16.46341463
351,0.245365854,27.87804878,22.69268293,17.48536585
352,0.26804878,27.79268293,22.47804878,17.16097561
353,0.307073171,25.77073171,20.51219512,15.24390244
354,0.244878049,25.79512195,20.62926829,15.4902439
355,0.340487805,25.65609756,20.72439024,15.8097561
356,0.193902439,25.41219512,20.48292683,15.55121951
357,0.2,25.52195122,20.57560976,15.62439024
358,0.216585366,26.15609756,21.08292683,16.00731707
359,0.172195122,27.84878049,22.59268293,17.34146342
360,0.185121951,27.69756098,22.50731707,17.33414634
361,0.182439024,26.1195122,21.05609756,15.99512195
362,0.392682927,25.93658537,20.77317073,15.62439024
363,0.29902439,26.22682927,20.84390244,15.46829268
364,0.316097561,25.82195122,20.51707317,15.21463415
365,0.383414634,26.32439024,20.99268293,15.64390244
